3.985859954895167867e-01 2.967527792255106323e-01 1.114687100276508941e-01 6.192470728880905551e-01 5.748458069263572945e+00 2.308624223115222307e+01 9.774646558645778693e-01
5.486508544781595331e-01 1.557723900095290270e-01 6.280822686825070222e-02 8.362689168377905879e-01 5.602836536082838492e+00 3.094903448330666507e+01 9.698835724593369845e-01
6.958583291530834325e-01 2.804652166662517376e-01 6.172243326460276347e-02 6.452371103872777125e-01 4.124470036003907936e+00 4.389339846708141835e+01 9.934663753863240965e-01
3.988893539928104470e-01 3.241344520266875584e-01 1.044186609056791670e-01 5.031444775807898395e-01 5.173465209156947964e+00 1.921704930312071724e+01 9.951163107838477684e-01
3.219446881227191470e-01 2.249720679594023331e-01 6.228488166509321688e-02 9.927769533351202824e-01 5.861296117923187943e+00 3.535541767421617010e+01 9.660755693183075143e-01
4.627586264647839398e-01 2.630267294241937504e-01 1.685852904701446442e-01 8.729511369159490553e-01 5.832040173035633934e+00 3.281646052783111145e+01 9.677511473131257258e-01
5.433974469404835306e-01 2.473642702269128191e-01 1.834155954974560077e-01 7.583750603666842283e-01 4.913169904772313856e+00 4.336854000714382096e+01 9.666652973117049186e-01
4.823603968901728489e-01 2.010931861567866741e-01 1.959062736518086267e-01 6.284506871423460872e-01 2.894870928521923403e+00 2.886228733387592627e+01 9.937689839436204542e-01
4.221819761351484068e-01 4.348612753829275701e-01 1.122977888137186714e-01 8.915661977819155926e-01 4.649733422309845210e+00 3.182929033719264922e+01 9.996764996026963335e-01
3.856661661682393438e-01 2.522619173074652221e-01 1.314177797614962673e-01 4.838635400808581899e-01 2.458534542931307687e+00 3.513488118533679483e+01 9.884388409356070770e-01
5.077034982150984144e-01 3.064135026782825455e-01 1.766602194773657653e-01 4.696290157191903014e-01 2.337398889605198704e+00 3.750947488344688452e+01 9.669316999487296282e-01
6.337599098978714540e-01 1.286180423518162030e-01 5.879582842933552683e-02 7.362831914785155085e-01 3.711040564907978290e+00 3.316567230329083316e+01 9.872539344279764872e-01
6.017836012813327917e-01 3.253788261084862854e-01 6.390507544085108349e-02 5.578094743493993146e-01 3.654990932778430235e+00 3.387721434611120230e+01 9.895717667994992084e-01
5.228096961133091858e-01 2.777502170292532324e-01 1.272502226401936443e-01 6.740544126691131455e-01 3.785989988254478966e+00 3.024317706547696005e+01 9.928151553905235627e-01
5.806154310006936825e-01 2.322743300862629701e-01 6.157676805710398521e-02 6.429857039284361253e-01 4.841756954458929840e+00 2.131923967249560192e+01 9.664787299661997677e-01
4.384115387793831031e-01 4.361254513792777732e-01 1.200299262702081426e-01 5.559519101444538869e-01 3.066610041031185396e+00 2.443388569029351842e+01 9.770171863295195047e-01
5.679186549232597692e-01 2.146268633105053447e-01 1.960601824951154204e-01 6.099477112636589871e-01 2.807977127878419132e+00 2.091569407062490882e+01 9.950620913670111811e-01
5.204504613733098584e-01 1.829655556326277022e-01 4.421656900607738583e-02 9.157135742328410544e-01 6.343345013898272988e+00 2.916525120355246870e+01 9.757149649734316865e-01
1.846576207662510849e-01 2.531518826797733990e-01 6.928167158444190066e-02 5.411117294029175184e-01 4.569636196416219320e+00 3.503497524249506512e+01 9.671167707901352495e-01
8.495917877187325606e-01 2.625267451296001142e-01 5.452424883292665558e-02 6.241834570920941072e-01 2.517450326895801727e+00 1.370993501177137475e+01 9.663466319044936581e-01
5.739212902145915951e-01 3.050256718091471919e-01 1.237675370117571755e-01 4.770107850007935246e-01 2.526050175098174755e+00 3.376665454571416092e+01 9.926875808977503324e-01
7.940865295347230290e-01 1.754371091350614420e-01 5.490747519657885461e-02 7.419232715543280232e-01 3.902167091436674617e+00 4.044565483255732374e+01 9.826406624616496055e-01
6.022638547311984780e-01 2.209667379163938739e-01 6.805885803394350064e-02 6.728323362324633017e-01 3.397243765594993192e+00 3.074933468244867285e+01 9.780057889144996297e-01
5.147400451337789118e-01 2.709022356609210314e-01 4.918730002510272176e-02 5.649733945336218310e-01 4.293588357285781143e+00 2.217830618375102958e+01 9.940057905991888099e-01
4.290980701389852658e-01 2.416985126036235720e-01 8.581376041948256261e-02 5.919732436523712504e-01 4.405098600401061049e+00 2.932375526004634736e+01 9.660075299026369411e-01
3.886310447189585959e-01 3.083775171123429026e-01 1.276231555780194538e-01 6.213646019835210588e-01 4.980268023339583294e+00 3.682516596117633156e+01 9.712548572087132959e-01
8.069981843028412039e-01 1.998981440120189967e-01 7.153030688695632966e-02 4.839074426661787443e-01 4.569562261068407238e+00 2.347596215087250116e+01 9.665174351248417839e-01
6.448043607662558019e-01 1.827374546720120230e-01 5.827292152592424002e-02 1.002751633833225187e+00 6.117426383699166692e+00 3.786475529427966080e+01 9.914858582130913200e-01
8.435120660377621871e-01 2.039754205708058654e-01 5.520207887002150787e-02 7.708698231792501243e-01 3.839731139292163142e+00 2.326740983663425766e+01 9.957677070305700484e-01
5.414640845478948528e-01 2.399806573106793572e-01 1.058561726820833049e-01 6.796860695421342857e-01 5.551706444209949964e+00 2.267607752924846665e+01 9.658189042149643022e-01
4.687242431489436756e-01 1.367509708175677630e-01 2.088099657747983784e-01 7.208428555725856501e-01 4.727228157514402618e+00 3.446067410607528814e+01 9.699535388017976878e-01
3.078556828141483792e-01 2.355842421054167857e-01 1.112101524093321858e-01 8.628770951632174224e-01 5.106092789626838879e+00 3.050799099271575798e+01 9.995815752136552046e-01
6.336125227140360083e-01 2.412194758638887548e-01 1.281850722156600564e-01 4.533921609496553984e-01 2.989500112451477065e+00 3.176976442289427638e+01 9.749215744060926170e-01
3.576841473203845601e-01 2.377305869032593222e-01 1.073271771520203921e-01 7.358577994840755920e-01 4.158737579044956334e+00 3.101840220685359384e+01 9.932307925614679567e-01
4.262306521542099658e-01 4.228902539362359159e-01 9.739821505499487997e-02 7.403967527203139110e-01 5.627551755672286049e+00 2.724308889396052180e+01 9.835936938805023289e-01
3.997329204701858263e-01 3.576756829263347814e-01 1.344474281961794970e-01 9.938161855485889706e-01 5.871523355812915845e+00 3.702328701417931711e+01 9.669577751906993646e-01
5.445541925464562061e-01 1.821191364343520414e-01 1.186641763536119137e-01 7.123982811000160176e-01 4.753576344937897602e+00 2.614145771859258716e+01 9.965616725164084810e-01
5.667800055285230343e-01 3.242391157828445891e-01 1.946547667865751174e-01 6.906082752470547037e-01 4.013180609607967853e+00 3.294726479432578259e+01 9.843697571228622323e-01
5.385180129733330157e-01 2.695967890231286690e-01 2.212933664962609681e-01 7.848944702684497177e-01 5.222527398916295027e+00 2.660619372656095649e+01 9.832786236979832450e-01
5.218149177883436574e-01 1.345042461747156803e-01 1.601307396193397681e-01 4.984795564461022566e-01 3.345696172400844937e+00 2.678623484095805907e+01 9.920116139222501239e-01
2.170724956355666868e-01 2.512505220470931944e-01 9.170752195059839185e-02 7.716537863767725103e-01 4.027935548088362516e+00 3.784395428304573272e+01 9.845386914504631326e-01
5.145511386206010895e-01 1.375174916241799217e-01 1.172316925434527257e-01 5.526764083444544173e-01 5.158868973053079898e+00 2.118779403518692916e+01 9.818198993320360612e-01
3.577912390225189698e-01 1.168534372909375008e-01 9.822155900861886946e-02 8.776133332217581628e-01 5.261238214932500767e+00 4.054947339133784112e+01 9.670875886088509121e-01
5.560233937361344081e-01 1.650805529227329926e-01 5.320803279858417334e-02 7.579585263063768341e-01 4.929637340827182079e+00 2.039450255909947529e+01 9.798532063665774672e-01
5.349164929411718283e-01 1.251540299567464876e-01 1.203710405136008271e-01 5.347524559224472451e-01 5.190293150996937221e+00 1.890754067223382862e+01 9.841016937587724334e-01
4.561310135673940502e-01 2.693717340521334935e-01 2.104538133548960466e-01 7.664957082433958568e-01 4.637844233653149573e+00 4.952099870080427024e+01 9.711989463669614686e-01
3.768335696103721766e-01 2.112945439283106519e-01 1.794641827245070931e-01 5.843775756974045610e-01 4.756088663203613010e+00 2.283011551740985468e+01 9.916831524503192385e-01
3.693321308007423420e-01 1.548518336310761856e-01 1.149024104216447850e-01 6.370927064080990077e-01 3.318110770760041461e+00 2.678798174602120952e+01 9.732499133270404723e-01
5.141450706511444535e-01 3.210593337776099787e-01 1.557096626844061693e-01 5.327424102569007225e-01 4.803369873822312286e+00 3.214985960467811310e+01 9.779261777889863838e-01
5.438978726330773172e-01 3.932518958009975085e-01 9.826032158459499510e-02 5.377024514571433489e-01 4.376907847685159503e+00 3.777545384466913703e+01 9.925288934864271440e-01
6.434647610513425375e-01 2.035365826724858662e-01 4.514310965809967269e-02 4.920687382505174456e-01 4.125054182550194071e+00 2.888290721458615806e+01 9.722108289794376690e-01
6.315207439008900803e-01 1.426036622550000965e-01 1.141657271296274284e-01 7.153775958361104914e-01 3.908932735782254309e+00 3.477105135311656170e+01 9.737972101980548745e-01
